,bathrooms,bedrooms,rooms_total,building_size,car_spaces,category,furnished,location,land_size,price,id,subcategory,year_built,description,link
1349,3,3,unknown,254,2,casa,,"[-99.19955,19.33658]",147,4950000,HO5F3C58CDEB78DMX,"[""casa"",""casa-unifamiliar""]",unknown,"Venta de juicio hipotecario seguro y confiable que tiene como garantía una casa habitación en excelente ubicación en en la colonia tizapan san angel, alvaro obregon, ciudad de méxico gran plusvalía, etapa del juicio (ejecucion de sentencia), 10 - 12 meses aproximadamente para la posesión del inmueble. (precio comercial $ 8,700,000.00) (todos los datos antes proporcionados acerca del inmueble no son exactos). Te compartimos el expediente jurídico antes de tomar una decisión. Nosotros nos encargamos de todo proceso jurídico Whatsapp:",https://www.lamudi.com.mx/venta-de-juicio-hipotecario-en-la-colonia-tizapan-san-angel.html
1350,3,3,unknown,254,2,casa,,"[-99.19955,19.33658]",147,4950000,HO5F3C58CDEB78DMX,"[""casa"",""casa-unifamiliar""]",unknown,"Venta de juicio hipotecario seguro y confiable que tiene como garantía una casa habitación en excelente ubicación en en la colonia tizapan san angel, alvaro obregon, ciudad de méxico gran plusvalía, etapa del juicio (ejecucion de sentencia), 10 - 12 meses aproximadamente para la posesión del inmueble. (precio comercial $ 8,700,000.00) (todos los datos antes proporcionados acerca del inmueble no son exactos). Te compartimos el expediente jurídico antes de tomar una decisión. Nosotros nos encargamos de todo proceso jurídico Whatsapp:",https://www.lamudi.com.mx/venta-de-juicio-hipotecario-en-la-colonia-tizapan-san-angel.html
1351,5,4,unknown,180,6,casa,,"[-99.2574,19.3119]",235,2850000,HO5EBF90608D969MX,"[""casa"",""casa-unifamiliar""]",unknown,"Casa en 3 niveles 1° nivel: recamara con baño completo, sala, comedor cocineta área de lavado 2°nivel: 2 recamaras, una tercera con opción a sala de juegos y baño completo 3° nivel: acogedor departamento de 1 recamara, baño completo y sala. Cuenta con todos los servicios generales.",https://www.lamudi.com.mx/casa-en-venta-en-san-bernabe-magdalena-contreras-1.html
1352,3,3,6,195,2,casa,,"[-99.1266676,19.4996748]",158,5600000,HO604844EE1EE69MX,"[""casa"",""casa-unifamiliar""]",2021,"La casa en venta con 195 m2 distribuidos de la siguiente manera, fachada protegida con un muro, puertas de metal para el garage. Antes de entrar por la puerta del lado derecho se encuentra una bodega, pasando un medio baño, las escaleras a las recámaras, enfrente está la sala - comedor bastante iluminada con vista al jardín, cocina completa, 3 recámaras con closet, la principal con baño adentro y vista a la calle, baño completo que comparten las 2 recámaras, cuarto de lavado o servicio con un baño completo y una bodega, un patio pequeño en el techo con lavadero y se encuentra el calentador.195 m2 construcción. 158 m2 terreno. 2 lugares de estacionamiento. 3 recámaras. 3 baños completos. 1 Medio baño Jardín. Bodega multiusos. Cuarto de lavado o servicio. Patio pequeño en techo.Casa en venta ubicada Lindavista, ideal para tu familia con espacios amplios e iluminados, en una buena zona, cerca de Av. Insurgentes Norte, Calzada Ticomán, Plaza Vista Norte, gasolineras, escuelas, bancos, centros comerciales, etc. El lugar ideal para comenzar un hogar. ¡Llama ahora!. EasyBroker ID: EB-GY9407",https://www.lamudi.com.mx/venta-de-casa-con-jardin-en-lindavista-alcaldia-gustavo-a-madero-1.html
1353,2,3,5,276,4,casa,,"[-99.23377,19.2953]",515,12450000,HO606D1BBDE2728MX,"[""casa"",""casa-en-condominio""]",2016,"Exclusiva, segura y hermosa casa de 515 m2 de terreno y 276 m2 de construcción con excelentes acabados de lujo dentro de un tranquilo condominio horizontal de tan solo 18 casas.  Consta de luminosa estancia con sala y comedor con salida a un precioso jardín privado de 150 m2, terraza con chimenea y medio baño para visitas.   Tiene una moderna cocina integral equipada con barras de granito y desayunador, así como espacio para lavado y patio de servicio.  Cuenta con 3 cómodas recámaras, todas con vestidor y baño integrado, así como estudio y family room con agradable balcón.  Tiene vigilancia 24/7, cctv, 4 estacionamientos, cuarto de servicio con baño completo, 2 bodegas y un pequeño jardín común.  Vamos a verla, te encantará. MM REALTY MÉXICOExclusive, secure and beautiful house 515 m2 land and 276 m2 construction with excellent luxury finishes within a quiet horizontal condominium of only 18 houses.  It consists of a bright living/dining room with access to a beautiful private garden of 150 m2 and terrace with a fireplace and half bathroom for visitors.  It has a modern equipped kitchen with granite countertops and breakfast area, as well as space for laundry and service patio. It has 3 comfortable bedrooms, all with dressing room and integrated bathroom, as well as a studio and a family room with a nice balcony.  It has 24/7 surveillance, cctv, 4 parking spaces, service room with full bathroom, 2 storage rooms and a small common garden. Let's go see it, you'll love it.   MM REALTY MEXICO. EasyBroker ID: EB-HF1251",https://www.lamudi.com.mx/san-nicolas-totolapan-casa-en-condominio-en-venta-condominium-house-for-sale.html
1354,2,6,unknown,262,2,casa,,"[-99.1347,19.48776]",124,1617128,HO5E51A207AD0E4MX,"[""casa"",""casa-unifamiliar""]",unknown,¡La oportunidad de Inversión que estabas esperando para obtener casa!*Remate Bancario.*Somos empresa constituida Y SOMOS EXPERTOS*No se aceptan créditos de ningún tipo.*Su inversión garantizada bajo contrato.*Firma de cesión ante juez y notario público.*Ahórrate hasta un 60% del valor comercial.*Propiedad en excelente ubicación y aumentando su plusvalía.¡Llame hoy mismo para agenda su cita!¡conozca monos y aclare sus dudas!56 ---EDITADO---,https://www.lamudi.com.mx/venta-de-casa-en-remate-en-colonia-lindavista-g-a-m-ciudad-de-mex.html
1355,3,8,11,280,2,casa,,"[-99.0750788,19.4967605]",190,4180000,HO5F7D343F057D0MX,"[""casa"",""casa-unifamiliar""]",1990,"UBICADA · En una Zona de alto nivel Comercial . · Se encuentra sobre una Av. importante  . De fácil acceso VECINOS. · Rodeada de casas de buen gusto.ARQUITECTURA · Diseñada con grandes espacios . · Cuenta con 3 departamentos y un local comercial con uso de suelo CONSTRUIDA · En planta baja y un nivel . . Con antigüedad de 30 años  con balcón en uno de los departamentos CONCEPTO · Con un concepto tradicional  . Ideal para una familia grande  BIENVENIDA · A un estilo de vida cómodo. · En donde el área de la casa principal es amplia y cómoda DISFRUTA · De 3 departamentos integrados a la casa  · Con una área de patio amplioZONA ÍNTIMA · Cuenta con 2 recámaras todas de muy buen tamaño, en la casa principal  · En cada uno de los departamentos se cuenta con 2 recamaras   .SERVICIOS · Área de patio donde se pueden guardar 2 autos · Local comercial de 40 mtsFRASE FINAL Amplia casa con 3 departamentos listos para rentar y un local comercial de 40 mts , se encuentra dentro de una zona comercial y de gran acceso , ideal para invertir y tener ganancias inmediatas. EasyBroker ID: EB-FM7384",https://www.lamudi.com.mx/cdv1199-bonita-casa-en-venta.html
1356,2,3,unknown,156,2,casa,,"[-99.0945243,19.4284601]",169,3205000,HO5F977CFF8FC1FMX,"[""casa"",""casa-unifamiliar""]",unknown,"¡¡¡Excelente oportunidad de inversión!!! Precio de venta $ 3,205,000 solo se aceptan pagos de contado Adquiere esta propiedad de Recuperación bancaria, hasta con un 60 % por debajo del valor comercial. Casa ubicada en ote 178 col. Moctezuma 2da. Sección. Alcaldía venustiano carranza. Plusvalía inmediata. No se aceptan ningún tipo de crédito. Somos una empresa especializada en inversiones con garantía hipotecaria. Contáctame para aclarar dudas o concertar una cita en mis oficinas . Ejecutiva de inversiones inmobiliarias sofía lópez",https://www.lamudi.com.mx/casa-en-venta-ote-178-col-moctezuma-2da-seccion.html
1357,4,3,7,1000,7,casa,,"[-99.2522039,19.394401]",780,15000000,HO6084CFCF78C45MX,"[""casa"",""casa-unifamiliar""]",1990,"Residencia en venta para remodelar a su gusto, con interiores hermosos y amplios espacios, 3 niveles, cuenta con 3 recámaras; principal con terraza, baño, 2 vestidores y alberca, las otras dos recámaras comparten baño, sala comedor, cocina integral, bódega, 7 estacionamientos, techos altos, cuarto de vigilancia con baños, calefacción. Precio a negociar, aproveche ya y agende su cita!. EasyBroker ID: EB-HI0494",https://www.lamudi.com.mx/venta-casa-bosques-de-las-lomas-para-remodelar-jardin-y-alberca.html
1358,5,5,30,635,4,casa,,"[-99.203035,19.312367]",724,38000000,HO60BB34FFD31C1MX,"[""casa"",""casa-unifamiliar""]",2015,"Paseo del Pedregal en la mejor ubicación, en un seguro conjunto de solo 7 casas, encontraras esta magnifica oportunidad, para invertir de manera segura y rentable contando con una casa principal para vivirla con gran calidad y con una muy grata casa de huéspedes que podrás disfrutar con amigos y familia o bien destinarla a la renta con un atractivo retorno financiero.En todo el conjunto encontraras acabados de lujo y bella jardinería, ubicada en una de las zonas de mayor abolengo y tradición al sur de la Ciudad de México, excelentes vías de acceso, con escuelas, iglesia, plazas comerciales, tiendas de autoservicios, hospitales y bancos entre otros servicios.La casa principal de 2 niveles y 428.8 mts2 consta en ;Planta baja: Pórtico de acceso, vestíbulo, medio baño, estancia ,comedor, ,cantina, cocina con desayunador, sala de estar, áreas de juego y estudioPlanta Alta: Vestíbulo, área de lavado, sala de TV, 3 recámaras con vestidor y baño completo en cada una de las habitaciones.La casa de huéspedes de 206.8 mts2 enPlanta Baja: Acceso, medio baño, estancia, comedor, cocina, cantina-bar, cuarto de servicio con baño y área de lavado.Planta Alta: Vestíbulo, 2 recamaras con baño completo en cada una.Posee hermoso jardín y estacionamiento para 3 autos así como caseta de vigilancia.",https://www.lamudi.com.mx/lujosa-residencia-en-privada-con-casa-de-huespedes-en-jardines-del-pedregal.html
1359,2,3,unknown,220,2,casa,,"[-99.12031,19.48569]",220,1181434,HO5D60292D8AACDMX,"[""casa"",""casa-unifamiliar""]",unknown,"OPORTUNIDAD CASA EN REMATE BANCARIO Excelente ubicación zona con plusvalia, cerca de centros comerciales, zona turistica, No se aceptan CREDITOS DE NINGUN TIPO, PAGO EN DOS EXHIBICIONES CON RECURSOS PROPIOS.Adquieralo en un precio especial precio comercial $  3,400.000.00precio de REMATE EN  $ 1,181.434.00llame para aclarar dudas   LIC. HECTOR QUEVEDO",https://www.lamudi.com.mx/venta-de-casa-en-remate-en-guadalupe-tepeyac-gustavo-a-madero-1-181-434-00.html
