,bathrooms,bedrooms,rooms_total,building_size,car_spaces,category,furnished,coordinates,location,land_size,price,id,subcategory,year_built,description,link
861,4,4,8,365,4,departamento,,"[-99.2799004,19.3626017]","Lomas de Vista Hermosa, Cuajimalpa de Morelos",unknown,33000000,AP611224068CFE0MX,"[""departamento"",""departamentos""]",2021,"<p>Santa Fe Lantana depto en Venta <br />Estupendo departamento 365 m. De lujo con 4 habitaciones 4.5 baños  <br />Terraza techada de 40m, <br />Con parrilla, salón de juegos <br />Súper cocina,  <br />Área de Home office, <br />Antecomedor, amplísima estancia, elevador al piso <br />Excelentes amenidades. EasyBroker ID: EB-IE2529</p>",https://www.lamudi.com.mx/santa-fe-lantana-depto-en-venta.html
862,3,3,6,186,2,departamento,,"[-99.1735131,19.4069777]","Condesa, Cuauhtémoc",unknown,12300000,AP5FAF47C251CC6MX,"[""departamento"",""departamentos""]",2015,"Venta de precioso departamento exterior en una de las colonias más lindas de la ciudad. De 160 m2 habitables 26 m2 de terraza y balcón.  Elevador directo al piso.  En la parte social cuenta con sala  comedor de generoso espacio y con una agradable terraza que disfrutaras al máximo! Cocina integral Quetzal con barra abierta. En el centro tiene un gran cubo de luz proporcionando una excelente iluminación. La recámara principal tiene un vasto vestidor y baño; la recámara secundaria con closet. Family room que da opción a una tercera recámara. Todos ellos comparten un gran balcón de lado a lado. Baño completo y medio baño para visitas. Cuarto de servicio con baño y área de lavado. Dos estacionamientos en línea y bodega. El edificio tiene seguridad 24/7 y circuito cerrado.Estupenda oportunidad, llama ya!!!. EasyBroker ID: EB-GC3373",https://www.lamudi.com.mx/venta-departamento-en-condesa-cuauhtemoc.html
863,2,2,4,72,0,departamento,,"[-99.13344,19.46205]","Peralvillo, Cuauhtémoc",unknown,2394546,AP60F9E34A2C2ACMX,"[""departamento"",""departamentos""]",unknown,"Hermoso Departamento Conformado de 2 Recámaras, 2 Baños, 72.34 m2 habitables, 72.34 m2 de Área Total Juventino Rosas 51Edificio totalmente remodelado con 21 departamentos con amplia altura, espacios únicos en la zona con acabados de excelente calidad, cuarto de lavado interior, bodega y cuarto de tendido exterior. Perfectamente ubicado de avenidas principales y medios de transporte públicos, a 20 min del Centro Histórico y Paseo de la Reforma",https://www.lamudi.com.mx/c101-juventino-rosas-51.html
864,2,3,5,300,2,departamento,,"[-99.158509,19.3529606]","Del Carmen, Coyoacán",unknown,15000000,AP5F8BB2C9A407AMX,"[""departamento"",""departamentos""]",2021,"Verdaderamente una joya en el centro de COYOACÁN,  en una de las calles más bonitas y tranquilas de Coyoacán a solo unos pasos del centro. PH formado de tres pisos. La vista es extraordinaria desde donde te encuentres, acabados  de primera.Espacios muy amplios ubicado en un cuarto piso con elevador al piso en donde nos recibe la estancia, cocina 1/2 baño y el cuarto de lavado.en el 1er nivel hay dos recamaras la principal con baño y vestidor. En el 3er nivel se encuentra una terraza que te invita a pasar y disfrutar una agradable tarde con amigos y poder disfrutar largas tardes en Familia .. Tiene cuarto de servicio con baño y un jardín en la parte trasera que es área común. En el tercer piso actualmente se encuentra un consultorio y una sala de espera, pueden ser dos recamaras más o un estudio muy amplio, un gym , en fin se puede adaptar a tus necesidades. Ven a conocerlo no te arrepentirás. EasyBroker ID: EB-FY2423",https://www.lamudi.com.mx/extraordinario-ph-malintzin-col-del-carmen-coyoacan.html
865,1,2,unknown,56,1,departamento,,"[-99.1261138,19.4071502]","Jamaica, Venustiano Carranza",unknown,1738000,AP5DADF9DC1B468MX,"[""departamento"",""departamentos""]",unknown,"Preventa-febrero 2021Agradable departamento de 56 m2, buena iluminación y ventilación en todos los espacios.Sala comedor, cocina integral,2 recámaras con closet, 1 baño y 1 cajón de estacionamientoEl condominio contará con caseta de vigilancia, roof garden común y elevadorEncontrarás escuelas públicas y privadas, hospitales, centros deportivos, bancos, metro la viga, metro santa anita. Vías de acceso como: eje 3 sur chabacano y viaducto río piedad, taller.Ubicado en segundo piso",https://www.lamudi.com.mx/departamento-en-venta-venustiano-carranza-cerca-de-centro-historico-1.html
866,1,2,3,46.08,1,departamento,,"[-99.14373,19.451431]","Guerrero, Cuauhtémoc",unknown,1549000,AP60F9B939C3AE0MX,"[""departamento"",""departamentos""]",unknown,"Zarco 255DEPARTAMENTOS NUEVOS A ESTRENAR DE ENTREGA INMEDIATA EN LA COLONIA GUERRERO, ALCALDÍA CUAUHTÉMOC.Desarrollo vertical que consta de 123 departamentos distribuidos en tres torres en 32 configuraciones diferentes, acorde a distintos estilos de vida. Es un desarrollo único en su tipo, innovador y propositivo, en una ciudad cuyo crecimiento en los últimos años ha despuntado de manera exponencial. A unos pasos de Paseo de la Reforma y del metro Tlatelólco. El desarrollo cuenta con tres elevadores, estacionamiento cubierto, puertas de acceso para autos automáticas, lobby con vigilancia 24/7, roof garden común, bodegas y área de lavado.Muros de concreto que le brindan gran privacidad, cocina abierta equipada con estufa, horno, campana y gabinetes. Baños con accesorios, piso cerámico, habitaciones con closet. Los departamentos son muy iluminados y ventilados.Roof garden común, bodegas en azotea, área de lavado en azotea, elevador en cada torre.Todos los créditos son bienvenidos. FOVISSSTE, INFONAVIT, ISFAM, créditos bancarios.Accesible y muy bien comunicado por avenidas principales como Av. Ricardo Flores Magón, Paseo de la Reforma. Cerca de la estación del metro Tlatelólco y exactamente frente al parque de la Paz. Varias líneas del metrobús muy cerca. Comercios, Hospitales y Escuelas a unos pasos.",https://www.lamudi.com.mx/zarco-255.html
867,2,2,4,100,1,departamento,,"[-99.1298827,19.3404658]","Paseos de Taxqueña, Coyoacán",unknown,2700000,AP60483FE392DE3MX,"[""departamento"",""departamentos""]",2018,"<p>SÓLO POR ESTE MES PROMOCIÓN DE $2,995,000 A $2,700,000 </p><p>Se trata de un departamento ubicado en 1er piso, el cual consta de: <br />sala-comedor, cocina, área de servicio, 1 baño completo y 2 recámaras <br />con closet (la principal con baño completo), derecho a uso de un cajón <br />de estacionamiento y 1 bodega. EasyBroker ID: EB-GJ4758</p>",https://www.lamudi.com.mx/gran-oportunidad-departamento-en-venta-paseos-de-taxquena-coyoacan.html
868,3,3,6,556,4,departamento,,"[-99.1956012,19.4340199]","Polanco, Miguel Hidalgo",unknown,36000000,AP60EE98783B7A1MX,"[""departamento"",""departamentos""]",2021,"PENT HOUSE DE LUJO, GALILEO POLANCOPent House con acabados de lujo en la zona más exclusiva de la ciudad, distribuido en 2 niveles.  3 recamaras muy amplias con baño propio.  Elevador directo al interior de la propiedad, muy amplia área sala-comedor con baño de visitas conectado a terraza con vista a calle Galileo.  Cocina completamente equipada con electrodomésticos a estrenar, barra de granito.  cuarto de servicio con baño completo y cuarto de lavado.  Roof Garden muy amplio con vistas de Polanco y privacidad.*Precio sujeto a cambio sin previo aviso. *Imágenes para uso exclusivo de Fratelli Real Estate Studio. EasyBroker ID: EB-HJ8592",https://www.lamudi.com.mx/pent-house-de-lujo-galileo-polanco-2.html
869,1,1,unknown,47,0,departamento,,"[-99.209184750778,19.276186365249]","Miguel Hidalgo 4A Sección, Tlalpan",unknown,1420000,AP608C2C49A1678MX,"[""departamento"",""desvan""]",unknown,-Sala comedor -cocina equipada -baño completo -1 recamara -roof garden compartido con 1 vecino más -area de lavado - un lugar para bodega. -sin lugar de estacionamiento,https://www.lamudi.com.mx/loft-de-una-recamara-con-un-bano-completo.html
870,1,1,2,40,unknown,departamento,,"[-99.11722,19.48444]","Guadalupe Tepeyac, Gustavo A. Madero",unknown,1100000,AP607E356DD6599MX,"[""departamento"",""departamentos""]",1965,"DEPARTAMENTO MUY BIEN UBICADO COLONIA GUADALUPE TEPEYAC, CERCANO AVENIDAS PRIMARIAS CALZ DE GUADALUPE, ROBLES DOMINGUEZ, PLAZA COMERCIAL, METRO, METRO BUS. UNA RECAMARA, CON CLOST, UN BAÑO COMPLETO, ESTANCIA COMEDOR, COCINA INTEGRAL, AREA DE LAVADO Y TENDIDO EN AZOTEA.    RECURSO PROPIO. EasyBroker ID: EB-HH3989",https://www.lamudi.com.mx/departamento-guadalupe-tepeyac-gam.html
871,uknown,2,2,56,1,departamento,,"[-99.1905974,19.4887086]","Santo Domingo, Azcapotzalco",unknown,1580000,AP60B165AFA5D4CMX,"[""departamento"",""departamentos""]",2021,"Gran oportunidad. Departamento en inmejorable ubicación ya que se encuentra en los limites de la CDMX y Estado de Mexico. En 15 mins puedes estar en la zona de Polanco o bien en 15 mins puedes estar en Tlalneplantla. El departmento se encuentra en un fraccionamiento de 6 edificios con areas verdes y comunes para los residentes. Pocos vecinos sin locales comerciales manteniendo la fachada original del complejo. El departamento se encuentra en un primer nivel lo que beneficia a un acceso fácil, con elevador comodo y rapido hacia el area de estacionamiento. Se cuenta con vigilancia las 24hrs, camaras de vigilancia y acceso controlado. Sala comedor, cocina equipada, zotehuela, 1 baño completo, 2 habitaciones y área  excedente plaza de estacionamiento tipo tandem  Equipamiento Protecciones en puerta y ventanas Interfon para apertura de puerta principal Fraccionamiento 6 edificios areas verdes salon de usos multiples acceso peatonal para residentes con llave chip acceso automovil para residentes con tag. EasyBroker ID: EB-HP3284",https://www.lamudi.com.mx/departamento-en-azcapotzalco-64.html
872,2,2,4,82,2,departamento,,"[-99.172525,19.437722]","Anzures, Miguel Hidalgo",unknown,4340000,AP5FC82273EE04CMX,"[""departamento"",""departamentos""]",unknown,"Práctico y funcional Departamento de 2 Habitaciones, 2 Baños, 82 m2 Habitables, cuenta con 2 GaragesDistumUbicado en la inmediación de las mejores zonas de la CDMX, acceso imediato a Polanco, Corredor Reforma, Nuevo Polanco, Lomas de Chapultepec e Insurgetes y ReformaDesarrollo habitacional de usos mixtos, con comercio en planta baja, pet friendly y excelentes amenidades, SKY GYM, SKY SPA, Terraza de Hidromasaje, Bussines center, Pet zone, area de juegos para niños y ludoteca.",https://www.lamudi.com.mx/family-1-distum.html
873,1,1,2,51.44,2,departamento,,"[-99.295681,19.363694]","Adolfo López Mateos, Cuajimalpa de Morelos",unknown,3160300,AP5FF34DF2E2799MX,"[""departamento"",""departamentos""]",unknown,"Focus CuajimalpaAcogedor, diseño moderno, tranquilo y calidad en sus materiales… eso es Focus Cuajimalpa.El proyecto ideal para tu primer departamento, familias pequeñas, cercano a tu trabajo si laboras en Cuajimalpa.Una de las calles más tranquilas de Cuajimalpa, pero con la característica de tener comercio, restaurantes y escuelas a poca distancia.Solo 27 departamentos en un amplio terreno, con diseño moderno para dar un espacio cómodo a cada departamento, solo dos niveles para mayor privacidad, Jardín central alrededor de los departamentos, todos los departamentos cuentan con terrazas o balcones.Departamentos de 1 ó 2 recámaras, con opción a roof garden privado y bodegas.Una gran inversión para aumentar tu patrimonio o para tu familia.",https://www.lamudi.com.mx/focus-cuajimalpa.html
874,2,2,unknown,102,2,departamento,,"[-99.163617,19.395807]","Del Valle, Benito Juárez",unknown,6972000,NO514AP61PXIINTRESMX,"[""departamento"",""departamentos""]",unknown,"Departamento de 2 Habitaciones, 2 Baño(s), 2 cajón de estacionamiento, 102 m2 construcción, 5.88 m2 de Balcón. Hermoso desarrollo en una de las mejores zonas de la ciudad, Col. Del Valle. 52 departamentos configurados de 85 a 180 m2, 2 y 3 rec., 2 y 3.5 baños, 2 y 3 estacionamientos. Algunos departamentos cuentan con Roof garden privado y cuarto de servicio. Ven a conocerlos. ¡Te encantarán!",https://www.lamudi.com.mx/departamento-302-amores-219.html
875,2,2,4,84,1,departamento,,"[-99.188251,19.369176]","San José Insurgentes, Benito Juárez",unknown,4993200,AP5E4AE5391B761MX,"[""departamento"",""departamentos""]",unknown,"Práctico y funcional Departamento de 2 Habitación(es), 2 Baños, 84 m2 Habitables. Cuenta con 1 GarageAlure es la respuesta para satisfacer tus gustos y necesidades, para conectar tu forma de ser con el estilo y nivel de vida que deseas. Más que un deseo, Alure será el espacio más íntimo donde disfrutarás y proyectarás tu esencia, lo que te define; cada espacio, muro y color a través del que expresarás tus gustos y tu estilo. Alure es el escenario y tú serás el actor de las historias que día a día darán sentido al tener y poseer un espacio perfecto para ti.Alure es la respuesta para satisfacer tus gustos y necesidades, para conectar tu forma de ser con el estilo y nivel de vida que deseas. Más que un deseo, Alure será el espacio más íntimo donde disfrutarás y proyectarás tu esencia, lo que te define; cada espacio, muro y color a través del que expresarás tus gustos y tu estilo. Alure es el escenario y tú serás el actor de las historias que día a día darán sentido al tener y poseer un espacio perfecto para ti.Alure tiene un ADN que lo distingue, que le permite ser único en nuestro entorno, al igual que tú y yo también lo somos. Nos une contigo tener un propósito superior, vivir la vida con calidad, con un estilo de vida armónico y amigable con la naturaleza propia de nuestra ciudad, de nuestra comunidad y con todo lo que nos rodea.Alure incorpora en su ADN conceptos únicos en la zona que faciliten tu vida diaria y que deseamos compartir contigo:* Digital Living* Digital Training Studio* Relax Floor* Sharing Lounge* Co-working* Eco friendly* Pet friendlyUbicado en Avenida Revolución 1030, en la colonia San José Insurgentes, Alure ofrece espacios multifuncionales que responden a las nuevas dinámicas y formas de vivir donde puedas compartir o simplemente disfrutarlo para ti. Con 7 tipologías de departamentos podrás encontrar el espacio que se adecúe a tu gusto.Departamento de 1 o 2 recámaras con cocina integral abierta, con orientación oriente poniente, excelente iluminación. Un lugar de estacionamiento.Relax Floor: digital training studio, temazcal, carril de nado contra corriente, co-working, asoleadero, juice bar.Sharing lounge: jacuzzi, sundeck, fire pit, grill, lounge.",https://www.lamudi.com.mx/depto-902-alure-san-jose-insurgentes.html
876,1,1,2,85,1,departamento,,"[-99.1717959,19.3645606]","Del Valle, Benito Juárez",unknown,3300000,AP60540C413B758MX,"[""departamento"",""departamentos""]",1972,"VENTA DEPTO. (Sin muebles)MUY ILUMINADO EN 6o. PISO, 1 RECAMARA, 1 BAÑO COMPLETO, COCINA INTEGRAL,  CONDOMINIO CON ELEVADOR, 1 ESTACIONAMIENTO TECHADO, VIGILANCIA 24HRS **** EXCELENTE UBICACION, SI NECESITA OTRO ESTACIMTO, HAY PENSION A MEDIA CUADRA. EasyBroker ID: EB-GT3552",https://www.lamudi.com.mx/venta-depto-de-85m2-1-recamara-calle-rodriguez-saro-col-del-valle.html
877,2,4,unknown,127,1,departamento,,"[-99.13454,19.34617]","Campestre Churubusco, Coyoacán",unknown,3550000,AP5DEE712A6D98EMX,"[""departamento"",""departamentos""]",unknown,"Excelente departamento en venta campestre churubusco totalmente remodelado, con la mejor ubicación y accesibilidad muy cerca de taxqueña , entre calzada de tlalpan y miramontes , cuenta con sala comedor con balcón muy iluminada y amplia, cocina equipada con area de lavado, 3 recamáras , 2 baños completo s, 1 recámara más excelente que puede ser 4 recámara o cuarto de tv, estudio o cuarto de servicio, muy lindo .un lugar de estacionamiento.no cuenta con elevador. Piso 3 escalera muy cómoda.",https://www.lamudi.com.mx/departamento-en-venta-campestre-churubusco-coyoacan-2.html
878,5,5,5,615,0,departamento,,"[-99.2122076,19.4373186]","Polanco, Miguel Hidalgo",unknown,26500000,AP601B53F94CE57MX,"[""departamento"",""departamentos""]",2021,"EXCELENTE PH 100% REMODELADO Y RENOVADA LA INSTALACION. Más de 600 m2, 5 recámaras, cada una con baño y vestidor / closet. 2 cocinas y estancias, una en cada nivel. Amenidades privadas integradas: Salón de fiestas / usos múltiples privado, asoleadero terraza techada con jacuzzis (2) . Balcón en todo el costado, estancia y recámaras. 3 estacionamientos fijos y con servicio de valet parking las 24 horas. Bodega y calentadores - bombas de agua por nivel. El PH está totalmente remodelado en mármoles y maderas finas, amplias estancias iluminadas y cálidas, además de vistas espectaculares. La ubicación es sensacional, a unos pasos de centros comerciales, colegios, centros religiosos y parques. Adquiere una propiedad de más de 600 m2 al precio de algo nuevo mucho más pequeño. Edificio en perfecto estado respaldado por dictamen técnico correspondiente. tanneryasociados.com . 554530 4442",https://www.lamudi.com.mx/venta-espectacular-ph-en-homero.html
