|id|precio_m2|precio|moneda|precio_MXN|mantenimiento|superficie_total|superficie_cubierta|colonia|alcaldia|direccion|dormitorios|baños|cocheras|anunciante|url|google_src|lat|lng
315|315||2727500|2727500|N/A||||Lomas del Chamizal| Cuajimalpa de Morelos|Navío 6, Lomas del Chamizal, Cuajimalpa de Morelos||||TuDepa.com|https://www.inmuebles24.com/propiedades/ultimos-departamentos-en-lomas-de-chamizal-nuevo-a-53692715.html|//maps.google.com/maps/api/staticmap?center=19.386408100000000,-99.264789500000000&zoom=16&markers=19.386408100000000,-99.264789500000000&key=AIzaSyBfTOxuYEmbL50_1P4KU8GI8toKT539agI&size=780x456&sensor=true&scale=2&signature=PuaB34GDPvhlBnT4fCn1QUZrBqU=&channel=rpfic-i24|19.3864081|-99.2647895
316|316||7307426|7307426|N/A||||Del Valle Centro| Benito Juárez|Adolfo Prieto 1250, Del Valle Centro, Benito Juárez||||NÚCLEO URBANO|https://www.inmuebles24.com/propiedades/adolfo-prieto-1250-57125816.html|//maps.google.com/maps/api/staticmap?center=19.381667300000000,-99.170122499999990&zoom=16&markers=19.381667300000000,-99.170122499999990&key=AIzaSyBfTOxuYEmbL50_1P4KU8GI8toKT539agI&size=780x456&sensor=true&scale=2&signature=bUwx-ZF1aqoro8JxkhkcfgBaikQ=&channel=rpfic-i24|19.3816673|-99.1701225
317|317|23420.13888888889|13490000|13490000|N/A||576.0|381.0| San Nicolás Totolapan| La Magdalena Contreras|,  San Nicolás Totolapan, La Magdalena Contreras|3.0|3.0|3.0|NEW GENERATION OF REAL ESTATE|https://www.inmuebles24.com/propiedades/bosque-de-los-dinamos-61734670.html|//maps.google.com/maps/api/staticmap?center=19.293645200000000,-99.246687399999999&zoom=16&markers=19.293645200000000,-99.246687399999999&key=AIzaSyBfTOxuYEmbL50_1P4KU8GI8toKT539agI&size=780x456&sensor=true&scale=2&signature=pBsKKgJantTPFI3OKEQThkbKIYA=&channel=rpfic-i24|19.2936452|-99.24668740000001
318|318|35750.0|14300000|14300000|N/A||400.0|400.0| Lomas de Chapultepec| Miguel Hidalgo|COFRE DE PEROTE,  Lomas de Chapultepec, Miguel Hidalgo|4.0|4.0|2.0|NEW GENERATION OF REAL ESTATE|https://www.inmuebles24.com/propiedades/el-depa-las-lomas-58704792.html|//maps.google.com/maps/api/staticmap?center=19.426022199999998,-99.224274800000003&zoom=16&markers=19.426022199999998,-99.224274800000003&key=AIzaSyBfTOxuYEmbL50_1P4KU8GI8toKT539agI&size=780x456&sensor=true&scale=2&signature=Jjvq0LoWtOJDmlqY0NVxXo3xGcw=&channel=rpfic-i24|19.4260222|-99.2242748
319|319|75000.0|18000000|18000000|N/A||240.0|240.0| Ampliación Granada| Miguel Hidalgo|LAGO ZURICH 245,  Ampliación Granada, Miguel Hidalgo|3.0|3.0|3.0|SARA VILA |https://www.inmuebles24.com/propiedades/impresionante-y-unico-departamento-en-plaza-carso-61200372.html|//maps.google.com/maps/api/staticmap?center=19.441681600000000,-99.203794600000000&zoom=16&markers=19.441681600000000,-99.203794600000000&key=AIzaSyBfTOxuYEmbL50_1P4KU8GI8toKT539agI&size=780x456&sensor=true&scale=2&signature=gZgNHvpCF1GhrMOEuV3Kg0PHUw8=&channel=rpfic-i24|19.4416816|-99.2037946
320|320|74000.0|9250000|9250000|N/A|3000.0|125.0|125.0| Polanco| Miguel Hidalgo|Lago Zurich 219,  Polanco, Miguel Hidalgo|2.0|2.0|2.0|D´CASA Inmobiliaria|https://www.inmuebles24.com/propiedades/plaza-carso-polanco-torre-claudel-esquinado-vista-51375119.html|//maps.google.com/maps/api/staticmap?center=19.442115000000000,-99.204089299999960&zoom=16&markers=19.442115000000000,-99.204089299999960&key=AIzaSyBfTOxuYEmbL50_1P4KU8GI8toKT539agI&size=780x456&sensor=true&scale=2&signature=v7joAcqC6CQwBbpTEYcbaS5E02A=&channel=rpfic-i24|19.442115|-99.20408929999996
321|321|4926.108374384236|2000000|39600000.0|N/A||406.0|406.0| Polanco| Miguel Hidalgo|Lago Zurich 245,  Polanco, Miguel Hidalgo|4.0|3.0|5.0|D´CASA Inmobiliaria|https://www.inmuebles24.com/propiedades/plaza-carso-torre-rodin-nuevo-amueblado-vista-al-museo-56563566.html|//maps.google.com/maps/api/staticmap?center=19.441681600000000,-99.203794600000000&zoom=16&markers=19.441681600000000,-99.203794600000000&key=AIzaSyBfTOxuYEmbL50_1P4KU8GI8toKT539agI&size=780x456&sensor=true&scale=2&signature=gZgNHvpCF1GhrMOEuV3Kg0PHUw8=&channel=rpfic-i24|19.4416816|-99.2037946
322|322|45573.770491803276|13900000|13900000|N/A|9000.0|305.0|305.0| Bosques de las Lomas| Cuajimalpa de Morelos|Bosques de Laureles, Departamento en Venta (gr),  Bosques de las Lomas, Cuajimalpa de Morelos|3.0|3.0|3.0|Diamond House Bienes Raices|https://www.inmuebles24.com/propiedades/bosques-de-laureles-departamento-en-venta-gr-61853041.html|//maps.google.com/maps/api/staticmap?center=19.382243100000000,-99.266938899999999&zoom=16&markers=19.382243100000000,-99.266938899999999&key=AIzaSyBfTOxuYEmbL50_1P4KU8GI8toKT539agI&size=780x456&sensor=true&scale=2&signature=gXF63aCiHatG-nTWTi9nGCWYxew=&channel=rpfic-i24|19.3822431|-99.26693890000001
323|323|64748.20143884892|36000000|36000000|N/A|6230.0|556.0|556.0| Polanco| Miguel Hidalgo|Polanco, Calle Galileo, Departamento PH Nuevo en Venta (vg),  Polanco, Miguel Hidalgo|3.0|3.0|4.0|Diamond House Bienes Raices|https://www.inmuebles24.com/propiedades/polanco-calle-galileo-departamento-ph-nuevo-en-venta-61967307.html|//maps.google.com/maps/api/staticmap?center=19.434019899999999,-99.195601199999998&zoom=16&markers=19.434019899999999,-99.195601199999998&key=AIzaSyBfTOxuYEmbL50_1P4KU8GI8toKT539agI&size=780x456&sensor=true&scale=2&signature=K6VjotivqYsoBbsIjxLVTWEYb0Q=&channel=rpfic-i24|19.4340199|-99.1956012
324|324|74731.18279569893|13900000|13900000|N/A|3604.0|186.0|186.0| Polanco| Miguel Hidalgo|Colonia Polanco, Departamento con Balcón en Venta, Calle Sócrates (gr),  Polanco, Miguel Hidalgo|3.0|3.0|2.0|Diamond House Bienes Raices|https://www.inmuebles24.com/propiedades/colonia-polanco-departamento-con-balcon-en-venta-61967317.html|//maps.google.com/maps/api/staticmap?center=19.437609699999999,-99.204003599999992&zoom=16&markers=19.437609699999999,-99.204003599999992&key=AIzaSyBfTOxuYEmbL50_1P4KU8GI8toKT539agI&size=780x456&sensor=true&scale=2&signature=QQW9woReJvfWg9jxXdKPKuqpdZE=&channel=rpfic-i24|19.4376097|-99.2040036
325|325|59345.79439252336|6350000|6350000|N/A||107.0|107.0| Ampliación Granada| Miguel Hidalgo|Lago Neuchatel 45,  Ampliación Granada, Miguel Hidalgo|3.0|2.0|2.0|D´CASA Inmobiliaria|https://www.inmuebles24.com/propiedades/grand-tower-polanco-3-recamaras-a-una-cuadra-de-plaza-61938183.html|//maps.google.com/maps/api/staticmap?center=19.442722353724010,-99.201234681614660&zoom=16&markers=19.442722353724010,-99.201234681614660&key=AIzaSyBfTOxuYEmbL50_1P4KU8GI8toKT539agI&size=780x456&sensor=true&scale=2&signature=mw58mHiUSto7kUj_0sWads0cjGg=&channel=rpfic-i24|19.442722353724008|-99.20123468161465
326|326|54814.81481481482|14800000|14800000|N/A|9000.0|270.0|270.0| Bosques de las Lomas| Cuajimalpa de Morelos|Bosques de las Lomas, Club Residencial Bosques Departamento en Venta (ao),  Bosques de las Lomas, Cuajimalpa de Morelos|3.0|3.0|3.0|N/A|https://www.inmuebles24.com/propiedades/bosques-de-las-lomas-club-residencial-bosques-61324397.html|//maps.google.com/maps/api/staticmap?center=19.394092600000000,-99.264797299999997&zoom=16&markers=19.394092600000000,-99.264797299999997&key=AIzaSyBfTOxuYEmbL50_1P4KU8GI8toKT539agI&size=780x456&sensor=true&scale=2&signature=yBN-Gh1hT7NX3iyNrNvtYkjidQo=&channel=rpfic-i24|19.3940926|-99.2647973
327|327|28395.061728395063|2300000|2300000|N/A|300.0|81.0|81.0| Del Valle Centro| Benito Juárez|Av. Coyoacán,  Del Valle Centro, Benito Juárez|3.0|1.0|1.0|HÁBITAT SI |https://www.inmuebles24.com/propiedades/departamento-en-venta-de-oportunidad-en-la-del-valle-61176602.html|//maps.google.com/maps/api/staticmap?center=19.370486499999998,-99.171524000000005&zoom=16&markers=19.370486499999998,-99.171524000000005&key=AIzaSyBfTOxuYEmbL50_1P4KU8GI8toKT539agI&size=780x456&sensor=true&scale=2&signature=wZIKufF_raVLgTFJaQNAtdoIco0=&channel=rpfic-i24|19.3704865|-99.171524
328|328|42571.42857142857|14900000|14900000|N/A||350.0|670.0| Fuentes del Pedregal| Tlalpan|Fuente de Cantos,  Fuentes del Pedregal, Tlalpan|6.0|5.0|3.0|CGC BIENES RAICES|https://www.inmuebles24.com/propiedades/espaciosa-casa-en-venta-en-fraccionamiento-cerrado-56737809.html|//maps.google.com/maps/api/staticmap?center=19.309547899999998,-99.220860599999994&zoom=16&markers=19.309547899999998,-99.220860599999994&key=AIzaSyBfTOxuYEmbL50_1P4KU8GI8toKT539agI&size=780x456&sensor=true&scale=2&signature=0bKVkjjNi-INOuKFWo_bLE9Tb7o=&channel=rpfic-i24|19.3095479|-99.2208606
329|329|39795.91836734694|3900000|3900000|N/A|1500.0|98.0|98.0| Bosques de las Lomas| Cuajimalpa de Morelos|¡oportunidad! Bosques de las Lomas Departamento a la Venta en Calle Fábrica de Armas (mc),  Bosques de las Lomas, Cuajimalpa de Morelos|2.0|2.0|2.0|Diamond House Bienes Raices|https://www.inmuebles24.com/propiedades/-oportunidad!-bosques-de-las-lomas-departamento-a-la-61853065.html|//maps.google.com/maps/api/staticmap?center=19.389526499999998,-99.259449299999999&zoom=16&markers=19.389526499999998,-99.259449299999999&key=AIzaSyBfTOxuYEmbL50_1P4KU8GI8toKT539agI&size=780x456&sensor=true&scale=2&signature=vExprBzY5u3QhJnwrAyYouIxpnA=&channel=rpfic-i24|19.3895265|-99.25944930000001
330|330|40000.0|14000000|14000000|N/A||350.0|350.0| Bosques de las Lomas| Cuajimalpa de Morelos|Bosque Alto Divino Decorado Listo Para Mudarse Terra Brokers,  Bosques de las Lomas, Cuajimalpa de Morelos|3.0|3.0|3.0|TERRABROKERS|https://www.inmuebles24.com/propiedades/bosque-alto-divino-decorado-listo-para-mudarse-terra-59896960.html|//maps.google.com/maps/api/staticmap?center=19.385151900000000,-99.253953699999996&zoom=16&markers=19.385151900000000,-99.253953699999996&key=AIzaSyBfTOxuYEmbL50_1P4KU8GI8toKT539agI&size=780x456&sensor=true&scale=2&signature=BUN8OuHkB_m2vkGHaS1c_vGK6Gs=&channel=rpfic-i24|19.3851519|-99.2539537
331|331|70375.5868544601|14990000|14990000|N/A||213.0|213.0| Ampliación Granada| Miguel Hidalgo|FERROCARRIL DE CUERNAVACA 779,  Ampliación Granada, Miguel Hidalgo|2.0|2.0|2.0|SARA VILA |https://www.inmuebles24.com/propiedades/departamento-super-unico-en-plaza-carso!-59496068.html|//maps.google.com/maps/api/staticmap?center=19.441692500000000,-99.201953700000000&zoom=16&markers=19.441692500000000,-99.201953700000000&key=AIzaSyBfTOxuYEmbL50_1P4KU8GI8toKT539agI&size=780x456&sensor=true&scale=2&signature=jpefZfiCPSHPJAD57HWqgF8utA4=&channel=rpfic-i24|19.4416925|-99.2019537
332|332|4777.594728171334|2900000|57420000.0|N/A||607.0|| Bosques de las Lomas| Cuajimalpa de Morelos|¡exclusiva! Bosques de Reforma  Casa Nueva  en Venta, Bosques de las Lomas (js/mc),  Bosques de las Lomas, Cuajimalpa de Morelos|3.0|4.0|5.0|Diamond House Bienes Raices|https://www.inmuebles24.com/propiedades/-exclusiva!-bosques-de-reforma-casa-nueva-en-venta-61848424.html|//maps.google.com/maps/api/staticmap?center=19.396186400000001,-99.256017900000003&zoom=16&markers=19.396186400000001,-99.256017900000003&key=AIzaSyBfTOxuYEmbL50_1P4KU8GI8toKT539agI&size=780x456&sensor=true&scale=2&signature=fo1n2OLox82J80O93im4Evw-_5Y=&channel=rpfic-i24|19.3961864|-99.2560179
333|333|5641.592920353983|2550000|50490000.0|N/A|25000.0|452.0|452.0| Polanco| Miguel Hidalgo|Venta Gardenhouse en Obra Gris, Rubén Darío, Polanco (vg),  Polanco, Miguel Hidalgo|||4.0|Diamond House Bienes Raices|https://www.inmuebles24.com/propiedades/venta-gardenhouse-en-obra-gris-ruben-dario-polanco-61853050.html|//maps.google.com/maps/api/staticmap?center=19.428200199999999,-99.186237977900006&zoom=16&markers=19.428200199999999,-99.186237977900006&key=AIzaSyBfTOxuYEmbL50_1P4KU8GI8toKT539agI&size=780x456&sensor=true&scale=2&signature=_R6yYWMqKnP4Kxo__uXUAmyzjGk=&channel=rpfic-i24|19.4282002|-99.1862379779
334|334|26992.28791773779|10500000|10500000|N/A||389.0|350.0| Olivar de los Padres| Alvaro Obregón|SEGUNDA CERRADA DE MIMOSA 14,  Olivar de los Padres, Alvaro Obregón|4.0|3.0|3.0|HORIZONTES BIENES RAICES|https://www.inmuebles24.com/propiedades/casa-en-venta-olivar-de-los-padres-privada-con-61602971.html|//maps.google.com/maps/api/staticmap?center=19.335551300000000,-99.236825000000000&zoom=16&markers=19.335551300000000,-99.236825000000000&key=AIzaSyBfTOxuYEmbL50_1P4KU8GI8toKT539agI&size=780x456&sensor=true&scale=2&signature=8uNH1dsHz4R36PAAjxRkbjAiPE0=&channel=rpfic-i24|19.3355513|-99.236825
335|335|58552.63157894737|17800000|17800000|N/A|16000.0|304.0|304.0| Bosques de las Lomas| Cuajimalpa de Morelos|Baja Precio Bosques de las Lomas Club Residencial Bosques Departamento con Balcón en Venta (vg),  Bosques de las Lomas, Cuajimalpa de Morelos|3.0|3.0|3.0|Diamond House Bienes Raices|https://www.inmuebles24.com/propiedades/baja-precio-bosques-de-las-lomas-club-residencial-61324403.html|//maps.google.com/maps/api/staticmap?center=19.394092600000000,-99.264797299999997&zoom=16&markers=19.394092600000000,-99.264797299999997&key=AIzaSyBfTOxuYEmbL50_1P4KU8GI8toKT539agI&size=780x456&sensor=true&scale=2&signature=yBN-Gh1hT7NX3iyNrNvtYkjidQo=&channel=rpfic-i24|19.3940926|-99.2647973
336|336||4294704|4294704|N/A||||Alcantarilla| Alvaro Obregón|calzada desierto de los leones 5547, Alcantarilla, Alvaro Obregón||||Quiero Casa|https://www.inmuebles24.com/propiedades/monolith-56397706.html|//maps.google.com/maps/api/staticmap?center=19.338571638912818,-99.243472330688460&zoom=16&markers=19.338571638912818,-99.243472330688460&key=AIzaSyBfTOxuYEmbL50_1P4KU8GI8toKT539agI&size=780x456&sensor=true&scale=2&signature=q1lHCR7Jkcfna-2mFEvfsXuQBzE=&channel=rpfic-i24|19.338571638912818|-99.24347233068846
337|337||3169811|3169811|N/A||||San José del Olivar| Alvaro Obregón|Av. de las Torres No., San José del Olivar, Alvaro Obregón||||Abilia Creando la Diferencia|https://www.inmuebles24.com/propiedades/citta-san-jeronimo-de-abilia-50494935.html|//maps.google.com/maps/api/staticmap?center=19.334291200000000,-99.239905000000020&zoom=16&key=AIzaSyBfTOxuYEmbL50_1P4KU8GI8toKT539agI&size=780x456&sensor=true&scale=2&signature=20vSaayEkDjPJp9cx424bmTMzNk=&channel=rpfic-i24|19.3342912|-99.23990500000002
338|338||12738000|12738000|N/A||||Polanco| Miguel Hidalgo|Arquímedes 138, Polanco, Miguel Hidalgo||||Republica Arquitectos|https://www.inmuebles24.com/propiedades/arquimedes-138-departamentos-desde-$12-738-000pesos-50856412.html|//maps.google.com/maps/api/staticmap?center=19.434220000000000,-99.191017699999970&zoom=16&markers=19.434220000000000,-99.191017699999970&key=AIzaSyBfTOxuYEmbL50_1P4KU8GI8toKT539agI&size=780x456&sensor=true&scale=2&signature=8MDT51phW7Ix5NUD9Wq3VzSQ8KI=&channel=rpfic-i24|19.43422|-99.19101769999997
339|339||1755737|1755737|N/A||||Buenavista| Cuauhtémoc|Sol 219, Buenavista, Cuauhtémoc, Buenavista, Cuauhtémoc||||Quiero Casa|https://www.inmuebles24.com/propiedades/eclipse-etapa-1-y-2-54290114.html|//maps.google.com/maps/api/staticmap?center=19.448288600000000,-99.148252399999990&zoom=16&markers=19.448288600000000,-99.148252399999990&key=AIzaSyBfTOxuYEmbL50_1P4KU8GI8toKT539agI&size=780x456&sensor=true&scale=2&signature=VEc_-La-MXzbqo8p2DMlQKOyogg=&channel=rpfic-i24|19.4482886|-99.1482524
340|340||2201595|2201595|N/A||||Peralvillo| Cuauhtémoc|Felipe Villanueva 9, Peralvillo, Cuauhtémoc||||TuDepa.com|https://www.inmuebles24.com/propiedades/ultimos-depas-para-entrega-inmediata-con-50-en-61337494.html|//maps.google.com/maps/api/staticmap?center=19.461640600000000,-99.128478600000000&zoom=16&markers=19.461640600000000,-99.128478600000000&key=AIzaSyBfTOxuYEmbL50_1P4KU8GI8toKT539agI&size=780x456&sensor=true&scale=2&signature=qdXUtALoS6TrTm3gp0Rc5O_Ory0=&channel=rpfic-i24|19.4616406|-99.1284786
341|341|50952.380952380954|5350000|5350000|N/A|2750.0|105.0|105.0| San José Insurgentes| Benito Juárez|Baja Precio San Jose Insurgentes, Departamento con Balcón a la Venta en Miguel Noreña(gr),  San José Insurgentes, Benito Juárez|2.0|2.0|1.0|Diamond House Bienes Raices|https://www.inmuebles24.com/propiedades/baja-precio-san-jose-insurgentes-departamento-con-61967335.html|//maps.google.com/maps/api/staticmap?center=19.363152299999999,-99.186912599999999&zoom=16&markers=19.363152299999999,-99.186912599999999&key=AIzaSyBfTOxuYEmbL50_1P4KU8GI8toKT539agI&size=780x456&sensor=true&scale=2&signature=H77eB3OXmmv2KK4kFaLJxs6Hdy4=&channel=rpfic-i24|19.3631523|-99.18691260000001
342|342|18718.75|29950000|29950000|N/A||1600.0|1500.0| Tlalpan Centro| Tlalpan|Calvario,  Tlalpan Centro, Tlalpan|8.0|6.0|15.0|HÁBITAT SI |https://www.inmuebles24.com/propiedades/casa-en-venta-en-centro-de-tlalpan-60519978.html|//maps.google.com/maps/api/staticmap?center=19.287737400000001,-99.172033700000000&zoom=16&markers=19.287737400000001,-99.172033700000000&key=AIzaSyBfTOxuYEmbL50_1P4KU8GI8toKT539agI&size=780x456&sensor=true&scale=2&signature=3QZ5rV7NnZuMmelucHHT4j9aeys=&channel=rpfic-i24|19.2877374|-99.1720337
343|343|41422.29661016949|4887831|4887831|N/A||118.0|118.0| Ex-Hacienda Coapa| Coyoacán|,  Ex-Hacienda Coapa, Coyoacán|2.0|2.0|2.0|NEW GENERATION OF REAL ESTATE|https://www.inmuebles24.com/propiedades/ventanas-coyoacan-60230140.html|//maps.google.com/maps/api/staticmap?center=19.310878800000001,-99.138697199999995&zoom=16&markers=19.310878800000001,-99.138697199999995&key=AIzaSyBfTOxuYEmbL50_1P4KU8GI8toKT539agI&size=780x456&sensor=true&scale=2&signature=pTRTDW6zYQpHU304A7JvNtKExgc=&channel=rpfic-i24|19.3108788|-99.1386972
344|344|66573.03370786516|11850000|11850000|N/A|4500.0|178.0|178.0| Polanco| Miguel Hidalgo|Juan Racine,  Polanco, Miguel Hidalgo|3.0|2.0|2.0|Grupo Bosques Bienes Raíces|https://www.inmuebles24.com/propiedades/departamento-en-venta-en-polanco-cdmx-60590789.html|//maps.google.com/maps/api/staticmap?center=19.437975600000001,-99.212773400000003&zoom=16&markers=19.437975600000001,-99.212773400000003&key=AIzaSyBfTOxuYEmbL50_1P4KU8GI8toKT539agI&size=780x456&sensor=true&scale=2&signature=xMLCYSQkRQjTazaecUjFXnJbsNs=&channel=rpfic-i24|19.4379756|-99.2127734
345|345|57312.925170068025|16850000|16850000|N/A|11000.0|294.0|294.0| Bosques de las Lomas| Cuajimalpa de Morelos|Laureles,  Bosques de las Lomas, Cuajimalpa de Morelos|3.0|3.0|4.0|TERRABROKERS|https://www.inmuebles24.com/propiedades/el-servilletero-depto-de-lujo-60379538.html|//maps.google.com/maps/api/staticmap?center=19.380530300000000,-99.265396100000003&zoom=16&markers=19.380530300000000,-99.265396100000003&key=AIzaSyBfTOxuYEmbL50_1P4KU8GI8toKT539agI&size=780x456&sensor=true&scale=2&signature=k6iOf1Xg6SAdqpho8Sh_ucZy4Zc=&channel=rpfic-i24|19.3805303|-99.2653961
346|346|40930.232558139534|8800000|8800000|N/A|600.0|215.0|326.0| Bosques de Tarango| Alvaro Obregón|Alecthe,  Bosques de Tarango, Alvaro Obregón|3.0|3.0|2.0|CGC BIENES RAICES|https://www.inmuebles24.com/propiedades/vive-con-tranquilidad-a-unos-pasos-de-santa-fe-y-a-60949387.html|//maps.google.com/maps/api/staticmap?center=19.349456499999998,-99.254031800000007&zoom=16&markers=19.349456499999998,-99.254031800000007&key=AIzaSyBfTOxuYEmbL50_1P4KU8GI8toKT539agI&size=780x456&sensor=true&scale=2&signature=NMG_Wra9nzy-eMMz_0nhwBenvXA=&channel=rpfic-i24|19.3494565|-99.2540318
347|347|36363.63636363636|8000000|8000000|N/A|3500.0|220.0|220.0| Polanco| Miguel Hidalgo|Juan Vazquez de Mella,  Polanco, Miguel Hidalgo|3.0|2.0|1.0|Grupo Epinet, S.A. de C.V.|https://www.inmuebles24.com/propiedades/departamento-en-venta-polanco-61493212.html|//maps.google.com/maps/api/staticmap?center=19.436948699999998,-99.208129099999993&zoom=16&markers=19.436948699999998,-99.208129099999993&key=AIzaSyBfTOxuYEmbL50_1P4KU8GI8toKT539agI&size=780x456&sensor=true&scale=2&signature=YV76nnEkNT5oguovPsrp1mh7n2A=&channel=rpfic-i24|19.4369487|-99.2081291
348|348|38286.71328671329|10950000|10950000|N/A|7500.0|286.0|286.0| Lomas de Vista Hermosa| Cuajimalpa de Morelos|Residencial Atrium, Departamento en Venta, Lomas de Vista Hermosa (vm),  Lomas de Vista Hermosa, Cuajimalpa de Morelos|3.0|3.0|2.0|Diamond House Bienes Raices|https://www.inmuebles24.com/propiedades/residencial-atrium-departamento-en-venta-lomas-de-61324386.html|//maps.google.com/maps/api/staticmap?center=19.380536400000000,-99.265338799999994&zoom=16&markers=19.380536400000000,-99.265338799999994&key=AIzaSyBfTOxuYEmbL50_1P4KU8GI8toKT539agI&size=780x456&sensor=true&scale=2&signature=rwP574yhIKoa00vpx11hXiv9tDE=&channel=rpfic-i24|19.3805364|-99.2653388
349|349|46076.92307692308|5990000|5990000|N/A|2000.0|130.0|130.0| Lomas de Chapultepec| Miguel Hidalgo|Vosgos,  Lomas de Chapultepec, Miguel Hidalgo|3.0|2.0|1.0|CGC BIENES RAICES|https://www.inmuebles24.com/propiedades/vive-en-las-lomas-a-tu-alcance-61202278.html|//maps.google.com/maps/api/staticmap?center=19.287041999999999,-99.047531000000006&zoom=16&markers=19.287041999999999,-99.047531000000006&key=AIzaSyBfTOxuYEmbL50_1P4KU8GI8toKT539agI&size=780x456&sensor=true&scale=2&signature=VjMK3xqzwFTCb3_XoOquxvuRH-M=&channel=rpfic-i24|19.287042|-99.047531
350|350|34906.542056074766|3735000|3735000|N/A||107.0|65.0| Santa María la Ribera| Cuauhtémoc|Santa María La Ribera, Preventa Departamento 303 en Calle Trébol (vm),  Santa María la Ribera, Cuauhtémoc|2.0|1.0|1.0|Diamond House Bienes Raices|https://www.inmuebles24.com/propiedades/santa-maria-la-ribera-preventa-departamento-303-en-61967278.html|//maps.google.com/maps/api/staticmap?center=19.454564799999999,-99.155899500000003&zoom=16&markers=19.454564799999999,-99.155899500000003&key=AIzaSyBfTOxuYEmbL50_1P4KU8GI8toKT539agI&size=780x456&sensor=true&scale=2&signature=Gmvm3bzen8AbxW4lvcuKcam74Ds=&channel=rpfic-i24|19.4545648|-99.1558995
